Java HotSpot(TM) 64-Bit Server VM (25.121-b13) for windows-amd64 JRE (1.8.0_121-b13), built on Dec 12 2016 18:21:36 by "java_re" with MS VC++ 10.0 (VS2010)
Memory: 4k page, physical 33227016k(16222872k free), swap 44237064k(18807780k free)
CommandLine flags: -XX:InitialHeapSize=209715200 -XX:MaxHeapSize=209715200 -XX:MaxNewSize=104857600 -XX:NewSize=104857600 -XX:+PrintGC -XX:+PrintGCDateStamps -XX:+PrintGCDetails -XX:+PrintGCTimeStamps -XX:+UseCompressedClassPointers -XX:+UseCompressedOops -XX:-UseLargePagesIndividualAllocation -XX:+UseParallelGC 
2022-08-16T18:21:16.604+0800: 4.248: [Full GC (Ergonomics) [PSYoungGen: 76797K->66613K(89600K)] [ParOldGen: 101952K->101955K(102400K)] 178749K->168569K(192000K), [Metaspace: 4520K->4520K(1056768K)], 0.0373515 secs] [Times: user=0.19 sys=0.00, real=0.04 secs] 
2022-08-16T18:21:16.645+0800: 4.290: [Full GC (Ergonomics) [PSYoungGen: 76770K->62520K(89600K)] [ParOldGen: 101955K->101966K(102400K)] 178726K->164486K(192000K), [Metaspace: 4520K->4520K(1056768K)], 0.0320737 secs] [Times: user=0.09 sys=0.00, real=0.03 secs] 
2022-08-16T18:21:16.680+0800: 4.324: [Full GC (Ergonomics) [PSYoungGen: 76387K->66610K(89600K)] [ParOldGen: 101966K->101972K(102400K)] 178353K->168582K(192000K), [Metaspace: 4520K->4520K(1056768K)], 0.0322043 secs] [Times: user=0.11 sys=0.00, real=0.03 secs] 
2022-08-16T18:21:16.719+0800: 4.363: [Full GC (Ergonomics) [PSYoungGen: 76728K->66631K(89600K)] [ParOldGen: 101972K->101980K(102400K)] 178700K->168612K(192000K), [Metaspace: 4520K->4520K(1056768K)], 0.0345112 secs] [Times: user=0.19 sys=0.02, real=0.03 secs] 
2022-08-16T18:21:16.757+0800: 4.401: [Full GC (Ergonomics) [PSYoungGen: 76346K->61508K(89600K)] [ParOldGen: 101980K->101986K(102400K)] 178327K->163494K(192000K), [Metaspace: 4520K->4520K(1056768K)], 0.0323531 secs] [Times: user=0.14 sys=0.02, real=0.03 secs] 
2022-08-16T18:21:16.793+0800: 4.437: [Full GC (Ergonomics) [PSYoungGen: 76186K->60483K(89600K)] [ParOldGen: 101986K->101993K(102400K)] 178173K->162477K(192000K), [Metaspace: 4520K->4520K(1056768K)], 0.0325403 secs] [Times: user=0.22 sys=0.00, real=0.03 secs] 
2022-08-16T18:21:16.829+0800: 4.474: [Full GC (Ergonomics) [PSYoungGen: 76176K->64579K(89600K)] [ParOldGen: 101993K->102001K(102400K)] 178170K->166581K(192000K), [Metaspace: 4520K->4520K(1056768K)], 0.0311746 secs] [Times: user=0.22 sys=0.00, real=0.03 secs] 
2022-08-16T18:21:16.864+0800: 4.509: [Full GC (Ergonomics) [PSYoungGen: 76189K->61504K(89600K)] [ParOldGen: 102001K->102015K(102400K)] 178190K->163520K(192000K), [Metaspace: 4520K->4520K(1056768K)], 0.0318857 secs] [Times: user=0.13 sys=0.00, real=0.03 secs] 
2022-08-16T18:21:16.901+0800: 4.546: [Full GC (Ergonomics) [PSYoungGen: 76662K->58448K(89600K)] [ParOldGen: 102015K->102015K(102400K)] 178678K->160463K(192000K), [Metaspace: 4520K->4520K(1056768K)], 0.0324415 secs] [Times: user=0.16 sys=0.00, real=0.03 secs] 
2022-08-16T18:21:16.938+0800: 4.583: [Full GC (Ergonomics) [PSYoungGen: 76018K->61493K(89600K)] [ParOldGen: 102015K->102047K(102400K)] 178033K->163541K(192000K), [Metaspace: 4520K->4520K(1056768K)], 0.0343338 secs] [Times: user=0.13 sys=0.02, real=0.04 secs] 
